"Rowid_","ID","YEAR","FULL_ADDRE","CITY","STATE","COUNTRY","LATITUDE","LONGITUDE","Join_id","String","CHECK","AFFILIAT_0","AFFILIAT1","UPDATETAG","State","US_county_id","US_county_name","US_metro_id","US_metro_name","Other_metro","Europe_NUTS_3_rev"
91,"WOS:000327100600015",2013,"Brown Univ, Alpert Med Sch, Dept Neurol, Providence, RI 02903 USA","Providence","RI","USA",41.8238716125,-71.4119873047,39300,"Providence RI United States","old mapped address",754,982,0,"Rhode Island",1219781,"Providence County",39300,"Providence-Warwick, RI-MA Metro Area"," "," "
92,"WOS:000313012400060",2013,"Med Coll Wisconsin, Dept Biostat, Milwaukee, WI 53226 USA","Milwaukee","WI","USA",43.041809082,-87.9068374634,33340,"Milwaukee WI United States","old mapped address",802,805,0,"Wisconsin",1581100,"Milwaukee County",33340,"Milwaukee-Waukesha-West Allis, WI Metro Area"," "," "
93,"WOS:000294134300014",2011,"Princeton Univ, Dept Comp Sci, Princeton, NJ 08540 USA","Princeton","NJ","USA",40.3603096008,-74.6642837524,45940,"Princeton NJ United States","old mapped address",814,882,0,"New Jersey",882229,"Mercer County",45940,"Trenton, NJ Metro Area"," "," "
94,"WOS:000285162100021",2010,"Arizona State Univ, Dept Appl Biol Sci, Mesa, AZ 85212 USA","Mesa","AZ","USA",33.4170417786,-111.831459045,38060,"Mesa AZ United States","old mapped address",980,980,0,"Arizona",37026,"Maricopa County",38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area"," "," "
95,"WOS:000259145201204",2008,"SUNY Buffalo, Western NewYork VA Med Ctr, Buffalo, NY 14260 USA","Buffalo","NY","USA",42.8854408264,-78.8784637451,15380,"Buffalo NY United States","old mapped address",766,871,0,"New York",974113,"Erie County",15380,"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area"," "," "
96,"WOS:000312616400004",2012,"Natl Neurosci Inst, Dept Neuroradiol, Singapore 308433, Singapore","Singapore"," ","Singapore",1.2896441221,103.84148407,"Singapore","Singapore  Singapore","old mapped address",883,884,0," "," "," "," "," ","Singapore"," "
97,"WOS:000313028500004",2013,"Acad Sinica, Inst Phys, Acad Sinica Grid Comp, Taipei, Taiwan","Taipei"," ","Taiwan",25.0474395752,121.516098023,"Taipei Taiwan","Taipei City  Taiwan","old manual",744,838,0," "," "," "," "," ","Taipei, Taiwan"," "
98,"WOS:000280293500002",2010,"Florida State Univ, Tallahassee, FL 32306 USA","Tallahassee","FL","USA",30.4397697449,-84.2806472778,45220,"Tallahassee FL United States","old mapped address",650,942,0,"Florida",306916,"Leon County",45220,"Tallahassee, FL Metro Area"," "," "
99,"WOS:000287006500010",2011,"Univ Miami, Miller Sch Med, Dept Psychiat & Behav Sci, Miami, FL 33136 USA","Miami","FL","USA",25.774810791,-80.1977310181,33100,"Miami FL United States","old mapped address",697,760,0,"Florida",295755,"Miami-Dade County",33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area"," "," "
100,"WOS:000299293600003",2012,"Argonne Natl Lab, Div High Energy Phys, Argonne, IL 60439 USA","Argonne","IL","USA",40.1241493225,-89.1486282349,30660,"Lemont IL United States","old manual",551,685,0,"Illinois",424255,"Logan County",30660,"Lincoln, IL Micro Area"," "," "
101,"WOS:000299293600003",2012,"Argonne Natl Lab, Div High Energy Phys, Argonne, IL 60439 USA","Argonne","IL","USA",40.1241493225,-89.1486282349,30660,"Lemont IL United States","old mapped address",551,685,0,"Illinois",424255,"Logan County",30660,"Lincoln, IL Micro Area"," "," "
102,"WOS:000288815700005",2011,"Univ Kentucky, Dept Mech Engn, Lexington, KY 40506 USA","Lexington","KY","USA",38.0485916138,-84.5003204346,30460,"Lexington KY United States","old mapped address",810,820,0,"Kentucky",516880,"Fayette County",30460,"Lexington-Fayette, KY Metro Area"," "," "
103,"WOS:000268867900002",2009,"Univ Glasgow, Glasgow G12 8QQ, Lanark, Scotland","Glasgow","Lanark","Scotland",55.8567008972,-4.267250061,"UKM34","Glasgow Scotland United Kingdom","old manual",308,471,0," "," "," "," "," "," ","UKM34"
104,"WOS:000269718700014",2009,"Los Alamos Natl Lab, Los Alamos, NM 87545 USA","Los Alamos","NM","USA",35.8806381226,-106.304389954,31060,"Los Alamos NM United States","old mapped address",715,728,0,"New Mexico",1702366,"Los Alamos County",31060,"Los Alamos, NM Micro Area"," "," "
105,"WOS:000292002100003",2011,"Univ Sydney, Sch Phys, AU Sydney, NSW 2006, Australia","AU Sydney","NSW","Australia",-33.8740005493,151.20300293,"Sydney Australia","Sydney NSW Australia","old mapped address",721,732,0," "," "," "," "," ","Sydney Australia"," "
106,"WOS:000286230100001",2010,"Univ Sydney, Sch Phys, Au Sydney, NSW 2006, Australia","Au Sydney","NSW","Australia",-33.8740005493,151.20300293,"Sydney Australia","Sydney NSW Australia","old mapped address",721,732,0," "," "," "," "," ","Sydney Australia"," "
107,"WOS:000322785400002",2013,"Univ Sydney, Sch Phys, Sydney, NSW 2006, Australia","Sydney","NSW","Australia",-33.8740005493,151.20300293,"Sydney Australia","Sydney NSW Australia","old mapped address",721,732,0," "," "," "," "," ","Sydney Australia"," "
108,"WOS:000262816500071",2009,"Allergan Pharmaceut Inc, Dept Biostat, Irvine, CA 92715 USA","Irvine","CA","USA",33.6872406006,-117.825820923,31080,"Irvine CA United States","old mapped address",734,740,0,"California",277294,"Orange County",31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area"," "," "
109,"WOS:000273804600009",2010,"Univ Bonn, Inst Phys, D-5300 Bonn, Germany","Bonn"," ","Germany",50.732421875,7.1018600464,"DEA22","Bonn NW Germany","old manual",459,544,0," "," "," "," "," "," ","DEA22"
110,"WOS:000273174400001",2010,"Univ Zurich Hosp, Inst Neuropathol, CH-8091 Zurich, Switzerland","Zurich"," ","Switzerland",47.3656005859,8.5059499741,"CH040","Zurich ZH Switzerland","old mapped address",817,828,0," "," "," "," "," "," ","CH040"
111,"WOS:000308326000001",2011,"Univ Hamburg, Inst Expt Phys, Hamburg, Germany","Hamburg"," ","Germany",53.5533409119,9.9924697876,"DE600","Hamburg HH Germany","old manual",435,509,0," "," "," "," "," "," ","DE600"
112,"WOS:000278849300001",2010,"Univ Valencia, Inst Fis Corpuscular, E-46071 Valencia, Spain","Valencia"," ","Spain",39.4631004333,-0.3253200054,"ES523","Valencia Valencian Community Spain","old manual",123,129,0," "," "," "," "," "," ","ES523"
113,"WOS:000309712300043",2012,"Deutsch Zentrum Luft & Raumfahrt DLR, Inst Planetary Res, Berlin, Germany","Berlin"," ","Germany",52.5014076233,13.4023284912,"BERLIN"," BE Germany","old mapped address",705,710,0," "," "," "," "," "," ","BERLIN"
114,"WOS:000301866500019",2012,"No Indiana Canc Res Consortium, South Bend, IN USA","South Bend","IN","USA",41.6790504456,-86.2540435791,43780,"South Bend IN United States","old mapped address",810,810,0,"Indiana",452855,"St. Joseph County",43780,"South Bend-Mishawaka, IN-MI Metro Area"," "," "
115,"WOS:000303326600002",2012,"Virginia Commonwealth Univ, Richmond, VA USA","Richmond","VA","USA",37.5406990051,-77.4336471558,40060,"Richmond VA United States","old mapped address",704,723,0,"Virginia",1789073,"Richmond city",40060,"Richmond, VA Metro Area"," "," "
116,"WOS:000253417800195",2008,"Univ Fed Sao Paulo, Sao Paulo, Brazil","Sao Paulo"," ","Brazil",-23.5628395081,-46.6546401978,"Sao Paulo Brazil","Sao Paulo SP Brazil","old mapped address",669,760,0," "," "," "," "," ","Sao Paulo, Brazil"," "
117,"WOS:000298633600013",2012,"German Canc Res Ctr, Dept Cellular & Mol Pathol, D-6900 Heidelberg, Germany","Heidelberg"," ","Germany",49.4134902954,8.7080698013,"DE125","Heidelberg BW Germany","old manual",533,548,0," "," "," "," "," "," ","DE125"
118,"WOS:000271353400011",2009,"Joint Inst Nucl Res, RU-141980 Dubna, Russia","Dubna"," ","Russia",56.746723175,37.1594657898,"Moscow Russia","Dubna Tver’ Russia","old manual",65,409,0," "," "," "," "," ","Moscow Russia"," "
119,"WOS:000270384900007",2009,"SUNY Stony Brook, Stony Brook, NY 11794 USA","Stony Brook","NY","USA",40.9128303528,-73.1399230957,35620,"Stony Brook NY United States","old mapped address",386,662,0,"New York",974149,"Suffolk County",35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"," "," "
120,"WOS:000309621400001",2012,"Univ Bologna, Dipartmento Fis, Bologna, Italy","Bologna"," ","Italy",44.4970016479,11.3182001114,"ITH55","Bologna Em.Rom. Italy","old mapped address",313,489,0," "," "," "," "," "," ","ITH55"
121,"WOS:000254024500011",2008,"Univ Tsukuba, Tsukuba 305, Japan","Tsukuba"," ","Japan",36.0349006653,140.080154419,"Ibaraki Japan","Tsukuba Ibaraki Japan","old mapped address",197,379,0," "," "," "," "," ","Ibaraki"," "
122,"WOS:000307680100010",2012,"Acad Sci Czech Republic, Inst Phys, Ctr Particle Phys, Prague, Czech Republic","Prague"," ","Czech Republic",50.1269187927,14.4567203522,"CZ010","Prague Prague Czech Republic","old mapped address",240,453,0," "," "," "," "," "," ","CZ010"
123,"WOS:000309621400001",2012,"Univ Paris 11, LAL, Orsay, France","Orsay"," ","France",48.8521232605,2.3564190865,"PARIS","Paris IdF France","old manual",194,369,0," "," "," "," "," "," ","PARIS"
124,"WOS:000285200000013",2010,"Univ Tsukuba, Inst Pure & Appl Sci, Tsukuba, JP Ibaraki 3058571, Japan","Tsukuba","JP Ibaraki","Japan",36.0349006653,140.080154419,"Ibaraki Japan","Tsukuba Ibaraki Japan","old mapped address",197,379,0," "," "," "," "," ","Ibaraki"," "
126,"WOS:000285200000011",2010,"Univ Tsukuba, Inst Pure & Appl Sci, Tsukuba, Jp Ibaraki 3058571, Japan","Tsukuba","Jp Ibaraki","Japan",36.0349006653,140.080154419,"Ibaraki Japan","Tsukuba Ibaraki Japan","old mapped address",197,379,0," "," "," "," "," ","Ibaraki"," "
125,"WOS:000273233000006",2009,"Univ Tsukuba, Tsukuba, Ibaraki 305, Japan","Tsukuba","Ibaraki","Japan",36.0349006653,140.080154419,"Ibaraki Japan","Tsukuba Ibaraki Japan","old mapped address",197,379,0," "," "," "," "," ","Ibaraki"," "
127,"WOS:000323901300004",2013,"Inst Natl Polytech Grenoble, F-38031 Grenoble, France","Grenoble"," ","France",45.1859016418,5.7165999413,"FR714","Grenoble Rhone-Alpes France","old mapped address",324,426,0," "," "," "," "," "," ","FR714"
128,"WOS:000314259500014",2013,"Univ Melbourne, Sch Phys, Melbourne, Vic 3010, Australia","Melbourne","Vic","Australia",-37.8242988586,144.977996826,"Melbourne VIC Australia","Melbourne VIC Australia","old mapped address",551,557,0," "," "," "," "," ","Melbourne VIC Australia"," "
129,"WOS:000289050800005",2011,"Chungnam Natl Univ, Coll Med, Dept Psychiat, Taejon, South Korea","Taejon"," ","South Korea",36.3344917297,127.437309265,"Daejeon South Korea","Daejeon Daejeon South Korea","old mapped address",383,561,0," "," "," "," "," ","Daejeon South Korea"," "
130,"WOS:000322171400005",2013,"Chinese Acad Med Sci, Blood Dis Hosp, Tianjin 300020, Peoples R China","Tianjin"," ","Peoples R China",39.1449394226,117.200569153,"Tianjin China","Tianjin Tianjin China","old mapped address",681,684,0,," "," "," "," ","Tianjin China"," "
131,"WOS:000274756100199",2010,"Univ Alberta, Stollery Childrens Hosp, Edmonton, AB, Canada","Edmonton","AB","Canada",53.4538002014,-113.509002685," Edmonton AB Canada","Edmonton AB Canada","old mapped address",533,623,0," "," "," "," "," "," Edmonton, AB, Canada"," "
132,"WOS:000322087600055",2013,"Albert Einstein Coll Med, Dept Epidemiol & Populat Hlth, Bronx, NY 10467 USA","Bronx","NY","USA",40.8372917175,-73.8860092163,35620,"Bronx NY United States","old mapped address",646,649,0,"New York",974101,"Bronx County",35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"," "," "
133,"WOS:000285051500031",2010,"Univ Aix Marseille 2, Ctr Phys Particules Marseille, CNRS, IN2P3, F-13288 Marseille, France","Marseille"," ","France",43.2933616638,5.3712902069,"FR824","Marseille PACA France","old mapped address",262,478,0," "," "," "," "," "," ","FR824"
134,"WOS:000263442701458",2009,"Syracuse Univ, Syracuse, NY 13244 USA","Syracuse","NY","USA",43.0499916077,-76.1473922729,45060,"Syracuse NY United States","old mapped address",334,388,0,"New York",974132,"Onondaga County",45060,"Syracuse, NY Metro Area"," "," "
135,"WOS:000275627400015",2010,"Environm Canada, Canadian Wildlife Serv, Natl Wildlife Res Ctr, Ottawa, ON K1A 0H3, Canada","Ottawa","ON","Canada",45.3891983032,-75.68800354,"Ottawa ON Canada","Ottawa ON Canada","old mapped address",439,460,0," "," "," "," "," ","Ottawa Canada"," "
136,"WOS:000258190800011",2008,"WESTAT Corp, Rockville, MD 20850 USA","Rockville","MD","USA",39.0816612244,-77.1512374878,47900,"Rockville MD United States","old mapped address",466,466,0,"Maryland",1712500,"Montgomery County",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"," "," "
137,"WOS:000324734400026",2013,"Osservatorio Astron Padova INAF OAPD, I-35122 Padua, Italy","Padua"," ","Italy",45.4085998535,11.9260997772,"ITH36","Padua Ven. Italy","old manual",289,494,0," "," "," "," "," "," ","ITH36"
138,"WOS:000299846000006",2012,"RIKEN, Adv Sci Inst, Wako, Saitama 3510198, Japan","Wako","Saitama","Japan",35.7893981934,139.623001099,"Saitama Japan","Wako Saitama Japan","old mapped address",691,693,0," "," "," "," "," ","Saitama"," "
139,"WOS:000305428600008",2012,"Technion Israel Inst Technol, Fac Biomed Engn, IL-32000 Technion, Israel","Technion"," ","Israel",32.7775001526,35.0216674805,"Haifa Israel"," Haifa Israel","old manual",605,613,0," "," "," "," "," ","Haifa Israel"," "
140,"WOS:000252158200005",2008,"Technion Israel Inst Technol, Ruth & Bruce Rappaport Fac Med, Bnai Zion Med Ctr, Ischemia Shock Res Lab,Dept Pediat Surg, IL-31048 Haifa, Israel","Haifa"," ","Israel",32.7775001526,35.0216674805,"Haifa Israel","Haifa Haifa Israel","old mapped address",603,611,0," "," "," "," "," ","Haifa Israel"," "
141,"WOS:000262289900010",2008,"Indiana Univ Purdue Univ, Coll Arts & Sci, Ft Wayne, IN 46805 USA","Ft Wayne","IN","USA",41.0802612305,-85.1383132935,23060,"Fort Wayne IN United States","old mapped address",624,624,0,"Indiana",450402,"Allen County",23060,"Fort Wayne, IN Metro Area"," "," "
142,"WOS:000271849900005",2009,"Univ Manchester, Manchester, Lancs, England","Manchester","Lancs","England",52.5988769531,-1.4668813944,"UKF22"," England United Kingdom","old mapped address",310,584,0," "," "," "," "," "," ","UKF22"
143,"WOS:000315591500013",2013,"Med Univ S Carolina, Dept Cardiol, Charleston, SC 29425 USA","Charleston","SC","USA",32.7811508179,-79.931602478,16700,"Charleston SC United States","old mapped address",572,574,0,"South Carolina",1252740,"Charleston County",16700,"Charleston-North Charleston, SC Metro Area"," "," "
144,"WOS:000328820500001",2013,"Louisiana State Univ Hlth Sci Ctr New Orleans, New Orleans, LA USA","New Orleans","LA","USA",29.9536991119,-90.0777511597,35380,"New Orleans LA United States","old mapped address",536,536,0,"Louisiana",558113,"Orleans Parish",35380,"New Orleans-Metairie, LA Metro Area"," "," "
145,"WOS:000305981400020",2012,"Jianghan Univ, Coll Life Sci, Dept Biotechnol, Wuhan 430056, Peoples R China","Wuhan"," ","Peoples R China",30.5534954071,114.253257752,"Wuhan Hubei China","Wuhan Hubei China","old mapped address",565,581,0," "," "," "," "," ","Wuhan Hubei China"," "
146,"WOS:000294941400016",2011,"Univ Colorado Denver, Sch Med, Dept Pharmacol, Aurora, CO 80045 USA","Aurora","CO","USA",39.7093200684,-104.814582825,19740,"Aurora CO United States","old mapped address",533,535,0,"Colorado",198118,"Arapahoe County",19740,"Denver-Aurora-Lakewood, CO Metro Area"," "," "
147,"WOS:000310000200002",2012,"Kyungpook Natl Univ, Dept Math, Taegu 702701, South Korea","Taegu"," ","South Korea",35.854019165,128.610336304,"Daegu South Korea","Daegu Daegu South Korea","old mapped address",221,430,0," "," "," "," "," ","Daegu South Korea"," "
149,"WOS:000252222400021",2008,"Inst Nacl Enfermedades Resp, Mexico City, DF, Mexico","Mexico City","DF","Mexico",19.4319496155,-99.1331329346,"Mexico City Mexico","Mexico City DF Mexico","old mapped address",424,624,0," "," "," "," "," ","Mexico City Mexico"," "
148,"WOS:000316387100007",2013,"Univ Georgia, Dept Advertising & Publ Relat, Grady Coll Journalism & Mass Commun, Athens, GA 30602 USA","Athens","GA","USA",33.9581298828,-83.3732528687,12020,"Athens GA United States","old mapped address",610,615,0,"Georgia",1672699,"Clarke County",12020,"Athens-Clarke County, GA Metro Area"," "," "
150,"WOS:000317562100108",2013,"Univ Missouri, Interdisciplinary Neurosci Program, Columbia, MO USA","Columbia","MO","USA",38.9522094727,-92.3341522217,17860,"Columbia MO United States","old mapped address",586,589,0,"Missouri",758464,"Boone County",17860,"Columbia, MO Metro Area"," "," "
151,"WOS:000260132500006",2008,"NASA Goddard JWST, Greenbelt, MD 20771 USA","Greenbelt","MD","USA",39.0006713867,-76.8803100586,47900,"Greenbelt MD United States","old mapped address",579,615,0,"Maryland",1714670,"Prince George's County",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"," "," "
152,"WOS:000324172700004",2013,"Univ Calif Santa Barbara, Dept Phys, Santa Barbara, CA 93106 USA","Santa Barbara","CA","USA",34.419380188,-119.699050903,42200,"Santa Barbara CA United States","old mapped address",544,602,0,"California",277306,"Santa Barbara County",42200,"Santa Maria-Santa Barbara, CA Metro Area"," "," "
153,"WOS:000303097700009",2012,"Wake Forest Univ, Bowman Gray Sch Med, Dept Radiat Oncol, Winston Salem, NC 27157 USA","Winston Salem","NC","USA",36.0996208191,-80.2410888672,49180,"Winston-Salem NC United States","old mapped address",441,445,0,"North Carolina",1008552,"Forsyth County",49180,"Winston-Salem, NC Metro Area"," "," "
154,"WOS:000298131100002",2011,"Univ Copenhagen, Niels Bohr Inst, Copenhagen, Denmark","Copenhagen"," ","Denmark",55.7132606506,12.5349302292,"Kopenhagen","Copenhagen Capital Region Denmark","old mapped address",435,448,0," "," "," "," "," "," ","Kopenhagen"
155,"WOS:000257564800019",2008,"Erasmus MC, Dept Med Informat, NL-3015 GE Rotterdam, Netherlands","Rotterdam"," ","Netherlands",51.9156990051,4.4575099945,"NL339","Rotterdam South Holland Netherlands","old mapped address",401,431,0," "," "," "," "," "," ","NL339"
156,"WOS:000323771900016",2013,"Univ Toledo, Dept Med Microbiol & Immunol, Toledo, OH 43606 USA","Toledo","OH","USA",41.6538085938,-83.5362625122,45780,"Toledo OH United States","old mapped address",627,627,0,"Ohio",1074060,"Lucas County",45780,"Toledo, OH Metro Area"," "," "
157,"WOS:000313124000021",2012,"Univ S Carolina, Dept Phys & Astron, Columbia, SC 29208 USA","Columbia","SC","USA",33.9988212585,-81.0453720093,17900,"Columbia SC United States","old mapped address",429,521,0,"South Carolina",1249299,"Richland County",17900,"Columbia, SC Metro Area"," "," "
158,"WOS:000300631800020",2012,"Univ Edinburgh, SUPA Sch Phys & Astron, Edinburgh, Midlothian, Scotland","Edinburgh","Midlothian","Scotland",55.9541511536,-3.2027699947,"UKM25","Edinburgh Scotland United Kingdom","old mapped address",391,425,0," "," "," "," "," "," ","UKM25"
159,"WOS:000295357000016",2011,"Univ Massachusetts, Sch Med, Dept Med, Worcester, MA 01655 USA","Worcester","MA","USA",42.2634086609,-71.802192688,49340,"Worcester MA United States","old mapped address",501,504,0,"Massachusetts",606940,"Worcester County",49340,"Worcester, MA-CT Metro Area"," "," "
160,"WOS:000328545500014",2013,"Mayo Clin, Scottsdale, AZ USA","Scottsdale","AZ","USA",33.4939994812,-111.920692444,38060,"Scottsdale AZ United States","old mapped address",554,555,0,"Arizona",37026,"Maricopa County",38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area"," "," "
161,"WOS:000296516500026",2011,"Minist Educ China, Guangzhou 510260, Guangdong, Peoples R China","Guangzhou","Guangdong","Peoples R China",23.1133708954,113.255233765,"Guangzhou Guangdong China","Guangzhou Guangdong China","old mapped address",581,581,0,," "," "," "," ","Guangzhou Guangdong China"," "
